,comment,videoId,date,replies,likes,is_english,contains_url,is_spam,polarity,subjectivity,sentiment
13001,"Glad this guy&#39;s predictions are not coming to pass. As of 2023, Ukraine now ranks as the 15th most powerful army in the world, thanks to the help of the United States and NATO. Ukraine will soon be a major supplier of Oil and other natural resources to the West. Putin will lose because it does not benefit the Allies for him to win. Once F-16 fighter jet platforms come online we will witness another game changer in terms of military firepower for Ukraine.",T3FC7qIAGZk,2023-07-16T05:59:21Z,0.0,0.0,True,False,False,0.18375000000000002,0.4875,1
13005,Love all the simps getting all upset cause he’s right on Ukraine….,T3FC7qIAGZk,2023-07-15T18:45:03Z,0.0,0.0,True,False,False,0.39285714285714285,0.5678571428571428,1
13006,this guy is a LIAR ... hair is ridiculous,T3FC7qIAGZk,2023-07-15T11:29:00Z,1.0,0.0,True,False,False,-0.3333333333333333,1.0,0
13007,"One Frenchman, Lafayette, does not an army make, Andrew.  Baron von Steuben, was a Prussian officer who is credited with forming the amateur Continental Army into a professional fighting force.  One of his officers was named Ermey. Ring a bell?",T3FC7qIAGZk,2023-07-15T09:17:31Z,0.0,0.0,True,False,False,-0.075,0.175,0
13008,Andrew has a very defective personality.,T3FC7qIAGZk,2023-07-15T05:17:35Z,0.0,0.0,True,False,False,0.2,0.3,1
13009,Where on this Earth⤵️<br>        																		🌎<br> is	o0Øl&#39;		@ⁿð¡ <br>here getting his Weetabix🥣⁉️,T3FC7qIAGZk,2023-07-15T01:43:55Z,0.0,0.0,True,False,False,0.0,0.0,2
13010,Andrew has lied openly multiple times in this interview. Highly likely he is part of a CIA public relations campaign. Take that for what it’s worth.,T3FC7qIAGZk,2023-07-14T23:57:23Z,0.0,1.0,True,False,False,0.075,0.2916666666666667,1
13012,Thank you lex. You are truly something outside of the boundaries is modern society and you enrich my life like no others,T3FC7qIAGZk,2023-07-14T20:00:27Z,0.0,0.0,True,False,False,0.1,0.175,1
13013,This person was wrong about everything,T3FC7qIAGZk,2023-07-14T19:37:24Z,0.0,0.0,True,False,False,-0.5,0.9,0
13014,Anybody who doesn’t think a former CIA agent going around doing interviews sucking off the government isn’t suspicious is a fucking idiot I’m also starting to think lex is a op too,T3FC7qIAGZk,2023-07-14T18:21:10Z,0.0,0.0,True,False,False,-0.26666666666666666,0.3,0
13015,"Those who are experts in character assasination should watch the RFK, Jr., interviews, especially his comments about character assasination. Jesus spoke on that subject, too.",T3FC7qIAGZk,2023-07-14T14:33:26Z,0.0,0.0,True,False,False,-0.08333333333333333,0.6666666666666666,0
13016,I&#39;m amazed at how awfully wrong an actual CIA agent got on such an anticipated and thoroughly analyzed war on almost all intenses.,T3FC7qIAGZk,2023-07-14T12:03:15Z,0.0,0.0,True,False,False,-0.16666666666666666,0.5,0
13017,"I wonder what his assesment would be now, 11 months later. Guess he would have to admit that he was totally wrong.",T3FC7qIAGZk,2023-07-14T10:30:31Z,0.0,0.0,True,False,False,-0.25,0.45,0
13018,This guy is still working for the fed and is spewing a narrative that I don&#39;t believe one bit.,T3FC7qIAGZk,2023-07-14T08:08:11Z,0.0,0.0,True,False,False,0.0,0.0,2
13019,Active psyop operator.,T3FC7qIAGZk,2023-07-13T18:46:45Z,0.0,0.0,True,False,False,-0.13333333333333333,0.6,0
13020,Lol the fact that he said they don&#39;t like to work for the person who people elected is mind boggling 😂,T3FC7qIAGZk,2023-07-13T17:53:40Z,0.0,0.0,True,False,False,0.8,0.7,1
13021,Anyone who believes this 🤡 is a 🤡,T3FC7qIAGZk,2023-07-13T16:31:09Z,0.0,0.0,True,False,False,0.0,0.0,2
13024,"What isn’t taken into consideration in his assessment is that the loans being made to Ukraine will not be paid back if Russia wins. The US will not allow that to occur. Further, the entire world depends upon the wheat grown in Ukraine. The west will not allow Russia to control this either.",T3FC7qIAGZk,2023-07-13T00:57:39Z,0.0,0.0,True,False,False,0.075,0.33125,1
13025,Was This guy really a spy?  I just wanted to point out that the hard line lex wanted to distinguish between perspective and empathy was going great until so adamantly he defined empathy and sympathy exactly backwards from each other and if I thought it was a verbal typo I would have left it well enough alone but thought he should go in with the correct definitions.  I just felt embarrassed for him.  Chalk it up to empathy! I used to remember it by changing the spelling of Sympathy=&#39;sim&#39;pathy: simulated feelings for somebody and what they&#39;re going through not the real Deal.  And while we&#39;re at it will you please people stop calling yourself ANTI-social because you don&#39;t like visiting? You are &#39;A&#39;social. An anti-social has a deep-seated hatred of society and would like to burn things down and kill people! Lol,T3FC7qIAGZk,2023-07-12T23:40:11Z,0.0,0.0,True,False,False,0.15808080808080807,0.41868686868686866,1
13027,"Being as wrong as he’s been, it retrospect it feels like CIA guy has a paid agenda.  I’ll keep that in mind when I see him on social media.",T3FC7qIAGZk,2023-07-12T21:58:05Z,0.0,0.0,True,False,False,-0.23333333333333334,0.48333333333333334,0
13028,This guy is 100% CIA Syc-Ops...,T3FC7qIAGZk,2023-07-12T21:24:11Z,0.0,0.0,True,False,False,0.0,0.0,2
13029,Preposterous ... That was the word,T3FC7qIAGZk,2023-07-12T19:12:29Z,0.0,0.0,True,False,False,0.0,0.0,2
13030,"It is essential for our leaders to prioritize peaceful solutions and constructive dialogue in the ongoing conflict with Ukraine. Rather than exacerbating the situation with the provision of weapons, we must approach negotiations with respect and understanding. It is crucial to avoid demonizing the other side and work towards lasting peace and stability through mutual cooperation. Only then can we hope to achieve a successful outcome for all parties involved.",T3FC7qIAGZk,2023-07-12T18:43:53Z,0.0,0.0,True,False,False,0.125,0.5892857142857143,1
13031,gence officer. Check out his w,T3FC7qIAGZk,2023-07-12T17:38:05Z,0.0,0.0,True,False,False,0.0,0.0,2
13032,My dream would be seeing Bustamante commenting on &quot;the Americans&quot;.,T3FC7qIAGZk,2023-07-12T15:25:02Z,0.0,0.0,True,False,False,0.0,0.0,2
13033,This guy is a boy scout<br><br>He doesn&#39;t know that the cia  collects people,T3FC7qIAGZk,2023-07-12T03:27:04Z,0.0,0.0,True,False,False,0.0,0.0,2
13034,"Wrong the job of the cia is not collecting intelligence , yes it does that its real mission is to collect people, using intelligence to coerce them to be agents of tge united states.",T3FC7qIAGZk,2023-07-12T03:25:11Z,0.0,0.0,True,False,False,-0.15,0.6000000000000001,0
13035,Really left you don&#39;t believe his policies are you kidding me are you for real right now its policy suck none of them are good that&#39;s what this is destroying our country right now come on man you&#39;re better than this,T3FC7qIAGZk,2023-07-12T01:59:32Z,0.0,0.0,True,False,False,0.28571428571428575,0.4065476190476191,1
13036,I am really sick and tired of everybody making Putin the bad guy here he&#39;s protecting his f*<b>***</b> border Amen to that good for him I wouldn&#39;t want the United States creeping up on my border and Ukraine is the most corrupt country in the world there&#39;s literally Nazis and Mister CIA here I&#39;m sure to tell you unless he can&#39;t because he&#39;s really invested in the government would be able to tell you that our CIA has been embedded in Ukraine for 70 years I mean this is ridiculous I&#39;ve never seen one shred of proof that Putin is done anything they claimed he did I&#39;m not saying he was always a great guy believe me I&#39;m not saying that but I am saying that right now I rather have him as my president than this f*<b>***</b> creep I&#39;ll tell you that right now this guy is a laughingstock this guy is destroying or country and I&#39;m sick of hearing about democracy we are a constitutional republic and no matter how bad the left once a democracy I say thank God we&#39;re not yet because democracy leading to socialism communism and I&#39;m not down with that s*** I will move to Russia if that&#39;s what happens here so you can count on it,T3FC7qIAGZk,2023-07-12T01:54:22Z,0.0,0.0,True,False,False,-0.03816833751044275,0.597859231411863,0
13037,youtube straight cencored the episode and blanked out some of the audio.,T3FC7qIAGZk,2023-07-11T23:16:23Z,0.0,0.0,True,False,False,0.2,0.4,1
13038,It’s funny how wrong he is about Russia. They’re not winning anything,T3FC7qIAGZk,2023-07-11T19:50:35Z,0.0,0.0,True,False,False,-0.16666666666666666,0.8833333333333333,0
13039,"This is the first time Ive heard a hands off mass murderer described as having a skill set.. but maybe it&#39;s just me. I think it&#39;s unaceptable..Also it&#39;s interesting the way Russia is constantly demomonised. It&#39;s referred to as corrupt and totalitarian, where as the USA is good and not corrupt. We all know that is not true. In other words this is US propaganda.",T3FC7qIAGZk,2023-07-11T19:32:38Z,0.0,0.0,True,False,False,0.08888888888888888,0.5435185185185185,1
13040,Andrew has been wrong on Ukraine and continues to be.,T3FC7qIAGZk,2023-07-11T14:51:03Z,0.0,0.0,True,False,False,-0.5,0.9,0
13041,"I applaud Lex for your capability to support conversation, while you disagree with your opponent. Also so pleasant to hear Andrew being so wrong about Ukraine",T3FC7qIAGZk,2023-07-11T13:40:57Z,0.0,0.0,True,False,False,0.11666666666666664,0.9333333333333333,1
13042,Not suppose to work in USA but controls our media. Also they work for the council of foreign relations. They do the dirty work for 300 corporations.,T3FC7qIAGZk,2023-07-11T13:04:06Z,0.0,0.0,True,False,False,-0.3625,0.4625,0
13044,This guy not having a wikipedia page is the biggest red flag I’ve ever seen. Seems like a clear propaganda piece.,T3FC7qIAGZk,2023-07-11T09:25:10Z,0.0,0.0,True,False,False,4.625929269271485e-18,0.1611111111111111,1
13046,Did this woman just say CIA is &quot;counter drugs&quot;? Nobody tolf me there&#39;d be standup,T3FC7qIAGZk,2023-07-11T05:17:26Z,0.0,0.0,True,False,False,0.0,0.0,2
13047,"i hear ppl say &quot;lex is very bright&quot;, but i never met a bright man who needs to close his eyes to talk",T3FC7qIAGZk,2023-07-11T05:05:22Z,0.0,0.0,True,False,False,0.45000000000000007,0.5499999999999999,1
13049,This lying mofo. Northwoods was proposed before the cuban missile crisis,T3FC7qIAGZk,2023-07-10T11:24:55Z,0.0,0.0,True,False,False,0.0,0.0,2
13050,Lol NSA conversation had me dying. Locking up parents and republican protesters and jailing the proud bois just was ignored,T3FC7qIAGZk,2023-07-10T11:08:18Z,0.0,0.0,True,False,False,0.8,0.85,1
13051,After the topic about NSA i have different opinions about the Guest 😂,T3FC7qIAGZk,2023-07-10T11:05:26Z,0.0,0.0,True,False,False,0.0,0.6,2
13052,Boy that 2hr and 30 min mark didnt age well,T3FC7qIAGZk,2023-07-10T10:54:41Z,0.0,0.0,True,False,False,0.0,0.0,2
13053,Who gave this guy his bandana wig?,T3FC7qIAGZk,2023-07-10T08:37:42Z,0.0,0.0,True,False,False,0.0,0.0,2
13054,"This war was planned, at the expence of the citizens, like always. Taxpayers are always used without the elete paying the price.",T3FC7qIAGZk,2023-07-10T07:18:34Z,0.0,0.0,True,False,False,0.0,0.0,2
13055,This dude now doing stupid UFO shows 👎🏻,T3FC7qIAGZk,2023-07-10T02:28:04Z,0.0,0.0,True,False,False,-0.7999999999999999,1.0,0
13056,oh he&#39;s not trying to push a narrative at all out there...,T3FC7qIAGZk,2023-07-09T23:26:05Z,0.0,0.0,True,False,False,0.0,0.0,2
13058,You should interview Putin on the show. Make it happen!,T3FC7qIAGZk,2023-07-09T22:19:19Z,0.0,0.0,True,False,False,0.0,0.0,2
13059,of course there’s 33 agencies LMAO,T3FC7qIAGZk,2023-07-09T19:37:55Z,0.0,0.0,True,False,False,0.6,1.0,1
13060,"That&#39;s offensive, his comment about overseas Chinese thinking of themselves as Chinese, it&#39;s not true.",T3FC7qIAGZk,2023-07-09T17:41:58Z,0.0,0.0,True,False,False,-0.05833333333333333,0.21666666666666667,0
13062,Doesn&#39;t everyone know that the CIA looks for recruits through the peace corps?  WAKE UP PEOPLE!,T3FC7qIAGZk,2023-07-09T12:44:44Z,0.0,0.0,True,False,False,0.0,0.0,2
13063,This guy is very smart and dumb at the same time,T3FC7qIAGZk,2023-07-09T10:33:20Z,0.0,0.0,True,False,False,-0.03214285714285714,0.48690476190476195,0
13064,This interview is an open secret. What an amazing exchange.,T3FC7qIAGZk,2023-07-08T21:47:24Z,0.0,0.0,True,False,False,0.0666666666666667,0.7000000000000001,1
13066,open source everything,T3FC7qIAGZk,2023-07-08T08:03:55Z,0.0,0.0,True,False,False,0.0,0.5,2
13067,Both of these guys are full of shit in their own way.,T3FC7qIAGZk,2023-07-08T05:51:19Z,0.0,1.0,True,False,False,0.25,0.7833333333333333,1
13068,"This guy is a narc. My brother was visited by the fbi after Jan 6th and wasn’t there. Never broke a law in his life, and got an intimidation visit for making fire memes. FBI showed up at his house to intimidate. Zero charges. Zero laws broken. Citizen surveillance is dangerous and tyrannical and it’s never ok. Sorry guy, we do care about our privacy!",T3FC7qIAGZk,2023-07-08T05:33:58Z,0.0,1.0,True,False,False,-0.46875,0.7,0
13070,I am really awed and very inspired by this wonderful conversation. Thank you.<br>May good and right action prevail   💚,T3FC7qIAGZk,2023-07-07T22:29:28Z,0.0,0.0,True,False,False,0.4142857142857142,0.45595238095238094,1
13072,"He is talking about the same topics and motives for USA to be interested in going to war, that Noam Chomsky or Jeffrey Sachs talk in his understanding of the Ukraine&#39;s &quot; war&quot;",T3FC7qIAGZk,2023-07-07T11:39:36Z,0.0,0.0,True,False,False,0.125,0.3125,1
13073,"The pairing of these two distinct, influential, free-thinking, brilliant guys is genius or serendipity at its best.  What an illuminating and wonderful conversation.  I particularly like the contrast of these gentlemen&#39;s world views.",T3FC7qIAGZk,2023-07-07T08:35:08Z,0.0,0.0,True,False,False,0.5611111111111111,0.638888888888889,1
13075,"CIA, corrupt slaves and assassin&#39;s in service of the private central banking system/military industrial complex!<br>There is no reason whatsoever for Trump to trust these cronies!",T3FC7qIAGZk,2023-07-07T06:48:54Z,0.0,1.0,True,False,False,-0.16666666666666666,0.5416666666666666,0
13076,A lot of inaccuracies and misleading statements heard during this interview.,T3FC7qIAGZk,2023-07-07T05:39:16Z,0.0,0.0,True,False,False,0.0,0.0,2
13077,"Fun fact, the only Nazis that did not get any sentence in the Nuremberg trials were Ukrainian Nazis picked out and dropped off continuing where they were",T3FC7qIAGZk,2023-07-07T05:26:56Z,0.0,1.0,True,False,False,0.15,0.6,1
13078,So its interesting how the predictions went,T3FC7qIAGZk,2023-07-06T23:38:17Z,0.0,1.0,True,False,False,0.5,0.5,1
13079,"&quot;Myth&#39;s Are Born; Not From Somebody Orchestrating The Myth, But Simply From The Secrecy Of The Myth.&quot;",T3FC7qIAGZk,2023-07-06T21:44:14Z,0.0,0.0,True,False,False,0.0,0.35714285714285715,2
13081,"Ohh boy, how wrong you were about Europe and Ukraine. When you talk about West media propaganda, go to any russian neighbour country and ask people what they think about russia. It&#39;s easy to talk from opposite side of the ocean.",T3FC7qIAGZk,2023-07-06T19:39:17Z,0.0,0.0,True,False,False,-0.033333333333333326,0.3666666666666667,0
13082,"Whatever you think of Busmante, his real world experience and at least former access to practical (not hero type drama) information about invasions, incursions, etc. Is where he is coming from.  And, reality is, Ukraine FAR exceeded everyones expectations.  But reality is, that DOES NOT matter. They cannot win.  Logistically they cant win.  They are burying themselves in debt.  We, nor anyone else supporting them are doing it because they are a beacon of freedom.  We are testing systems and boundaries, as are Russia, BUT THEY are also really feeling threatened by the NATO boundaries.  Im not saying right or wrong.  Im just saying dont get caught up in this like a Rocky movie.  Because as far as the people with the weapons systems and deep pockets and ALREADY EXISTING alliances, no one but Ukrainians give a damn about Ukrainians.  And im not saying that is proper or good.  But it is fact.  Narrative is power, yet reality is reality.  And thats beyond power.  That is the way of the world.",T3FC7qIAGZk,2023-07-06T17:19:25Z,0.0,0.0,True,False,False,0.18826530612244902,0.463265306122449,1
13083,Cia spy? This guy can’t figure out vampire bats in the desert,T3FC7qIAGZk,2023-07-06T13:19:11Z,0.0,0.0,True,False,False,0.0,0.0,2
13084,Cia fifa world cup hair challenge,T3FC7qIAGZk,2023-07-06T13:17:02Z,0.0,0.0,True,False,False,0.0,0.0,2
13085,"Im not listening to Andrew for the discussion on American or World politics, im listening to Andrew for his educated, life experience on the psychology of America and the world as it is. His Masters Degree in said Psychology trumps all the limited knowledge of internet citizens debating the low level stuff in the comments section here. Sometimes, it pays ones Self growth to step back from the feedback loops one traps themselves in.",T3FC7qIAGZk,2023-07-06T08:50:05Z,1.0,1.0,True,False,False,-0.017857142857142856,0.11071428571428571,0
13086,Wow this guys &quot;assessments&quot; are worthless.,T3FC7qIAGZk,2023-07-06T07:16:12Z,0.0,2.0,True,False,False,-0.35000000000000003,0.95,0
13088,fire 🔥,T3FC7qIAGZk,2023-07-06T05:24:21Z,0.0,0.0,True,False,False,0.0,0.0,2
13089,This kid was a rat 🐁🐁🐁,T3FC7qIAGZk,2023-07-06T05:05:20Z,0.0,0.0,True,False,False,0.0,0.0,2
13090,"Of all of the interesting people Lex has interviewed, from billionaires to leading thinkers such as Jordan Peterson, it is interesting that this singular man, who likely very few people knew before watching this video, is one of Lex&#39;s most viewed videos of all time. People are very interested in the ideas of espionage and what the CIA represents.",T3FC7qIAGZk,2023-07-05T23:52:26Z,0.0,1.0,True,False,False,0.22357142857142856,0.5399999999999999,1
13091,"Well, that interview didn&#39;t age well, especially with the part about Russia winning the war before winter (of 2022)",T3FC7qIAGZk,2023-07-05T20:42:14Z,0.0,1.0,True,False,False,0.25,0.875,1
13092,"The Behavior Pannel is a great pod to learn all of these body language techniques whether for interviews or interrogation from Greg. You can also hear more civilian world examples from Mark or Scott, and You’ll be sure to learn a ton from Chase about Microexpressions as well.",T3FC7qIAGZk,2023-07-05T18:43:31Z,2.0,1.0,True,False,False,0.6,0.7129629629629629,1
13093,This guy is the least spy looking guy in the spy history. which makes him the most ideal candidate for a spy ?!  🤔,T3FC7qIAGZk,2023-07-05T15:53:31Z,0.0,1.0,True,False,False,0.39999999999999997,0.6333333333333333,1
13095,Smarten up people!!,T3FC7qIAGZk,2023-07-05T05:21:03Z,0.0,0.0,True,False,False,0.0,0.0,2
13097,"I just want to say one thing. Let&#39;s make this very clear for all who reads this comment. If your business fails, it doesn&#39;t necessarily mean it&#39;s your fault entirely. It could fail due to an overall horrible situation you don&#39;t have control over. Like when an anonymous, opposing force successfully psyops your customer base into turning their backs on your business...",T3FC7qIAGZk,2023-07-04T15:11:14Z,0.0,0.0,True,False,False,-0.23575,0.5735833333333333,0
13099,Oh look its the snitch,T3FC7qIAGZk,2023-07-04T12:32:16Z,0.0,0.0,True,False,False,0.0,0.0,2
13100,"Wtf are these bellends on about, just a rambling bunch of fools, bring back square fire guy at least he was funny, these guys are just sad",T3FC7qIAGZk,2023-07-04T11:58:16Z,0.0,0.0,True,False,False,-0.21000000000000002,0.6799999999999999,0
13101,"Ukraine is Nobel?  Killing 14,000 Russians in Dunbas?  They’ll be the great democratic nation when he has open Nazis’ fighting in his army, halted elections, and imprisoned his opposition?  This interview is making me nauseous.   Zelenskyy is a  puppet actor placed there upon our successful coup.",T3FC7qIAGZk,2023-07-04T11:22:16Z,0.0,0.0,True,False,False,0.5166666666666667,0.7333333333333334,1
13102,Lex is terrifyingly naive,T3FC7qIAGZk,2023-07-04T07:07:36Z,0.0,0.0,True,False,False,-0.3,1.0,0
13103,"I hear you and agree to a certain extent. I think the media has perverted the term as well but am happy we agree that it’s classic definition applies to Lex’s character. Thanks for the discussion. We need more of these, especially in the YouTube comments section. ✌🏼",T3FC7qIAGZk,2023-07-03T19:42:55Z,0.0,0.0,True,False,False,0.3134920634920635,0.5730158730158731,1
13104,"The Vietnam War over many years &amp; the bombing of Cambodia for 3 years based on an American false flag would not have happened if whistleblowers came forth. Finally one did, which resulted in mass protests by an enlightened public that brought the HORROR for the Vietnamese &amp; Cambodians to an end. But for Cambodians  who then fell under the rule of the KR because America’s bombing of Cambodia opened the door to the KR.  Your guest has an idealised notion of the importance of secrecy, which leaves organisations like the CIA free to cause much destruction abroad, which is well proven😡 The American public is always lied to so the Govt can get the public’s consent for their regime-change WARS. That’s not what one expects in a free democratic society, which has come to be a Myth in the West &amp; it’s increasingly becoming even more TOTALITARIAN for everyday citizens &amp; that’s speeding up.",T3FC7qIAGZk,2023-07-03T07:38:24Z,0.0,0.0,True,False,False,0.13214285714285715,0.4321428571428572,1
13105,Hell! It’s empathetic thinking! Every real artist knows this.,T3FC7qIAGZk,2023-07-03T03:51:23Z,0.0,0.0,True,False,False,0.2,0.30000000000000004,1
13107,whar was the Cia personality test,T3FC7qIAGZk,2023-07-02T22:20:37Z,0.0,0.0,True,False,False,0.0,0.0,2
13111,Where’s the part where he talks about how to get of the grid,T3FC7qIAGZk,2023-07-02T16:35:07Z,1.0,1.0,True,False,False,0.0,0.0,2
13112,Wow. This guy can&#39;t wait to get his chip. Literally a walking example of why the IC is fucked.,T3FC7qIAGZk,2023-07-02T15:36:49Z,0.0,2.0,True,False,False,-0.25,0.85,0
13113,I really try to listen to these but this guys voice is horrendous.,T3FC7qIAGZk,2023-07-02T05:47:34Z,0.0,1.0,True,False,False,0.2,0.2,1
